date,sku_id,category,subcategory,price,discount_percentage,rating,city,channel,weather,90_days_sales,light,vibrant
2024-08-15,SKU1595,Ethnic Wear,Kurta,1653,0,3.9,Prayagraj,Offline,Monsoon,70,True,False
2025-12-09,SKU6489,Ethnic Wear,Lehenga,10023,0,4.8,Pune,Offline,Winter,119,False,True
2025-07-28,SKU4159,Ethnic Wear,Kurta,2553,25,3.8,Delhi,Offline,Monsoon,142,True,False
2025-04-10,SKU5833,Ethnic Wear,Lehenga,9751,20,4.0,Hyderabad,Myntra,Summer,52,False,True
2024-10-24,SKU2562,Ethnic Wear,Saree,5016,0,3.9,Bengaluru,Myntra,Winter,195,False,True
2023-01-24,SKU5374,Ethnic Wear,Lehenga,9071,25,4.0,Lucknow,Offline,Winter,61,False,True
2025-04-10,SKU2936,Ethnic Wear,Kurta,3558,25,4.7,Bhopal,Offline,Summer,145,True,False
2025-09-06,SKU7021,Ethnic Wear,Kurta,2127,15,4.6,Hyderabad,Myntra,Monsoon,197,True,False
2024-03-23,SKU7813,Ethnic Wear,Lehenga,9013,25,4.6,Bhopal,Brand Website,Summer,56,False,True
2025-01-10,SKU2341,Ethnic Wear,Lehenga,8319,20,3.7,Bhopal,Brand Website,Winter,85,False,True
2023-11-03,SKU9281,Ethnic Wear,Lehenga,8673,10,4.8,Hyderabad,Brand Website,Winter,287,False,True
2025-07-01,SKU4365,Ethnic Wear,Lehenga,8227,15,3.7,Bhopal,Myntra,Monsoon,44,False,True
2023-02-14,SKU1945,Ethnic Wear,Saree,5621,10,4.7,Bhopal,Brand Website,Winter,215,False,True
2023-05-11,SKU2196,Ethnic Wear,Saree,6216,0,4.9,Mumbai,Offline,Summer,87,False,True
2024-01-04,SKU8734,Ethnic Wear,Saree,4554,30,4.5,Mumbai,Offline,Winter,221,False,True
2025-02-12,SKU7887,Ethnic Wear,Saree,5538,0,4.5,Lucknow,Offline,Winter,174,False,True
2023-08-31,SKU9835,Ethnic Wear,Saree,4731,20,4.1,Bengaluru,Brand Website,Monsoon,99,False,True
2025-08-06,SKU4648,Ethnic Wear,Saree,6230,15,4.3,Mumbai,Myntra,Monsoon,157,False,True
2024-07-18,SKU5055,Ethnic Wear,Kurta,2272,25,4.6,Bhopal,Offline,Monsoon,80,True,False
2023-05-18,SKU7868,Ethnic Wear,Kurta,1913,20,3.6,Mumbai,Myntra,Summer,203,True,False
2025-04-03,SKU1797,Ethnic Wear,Kurta,3297,0,4.3,Hyderabad,Brand Website,Summer,157,True,False
2024-04-24,SKU1924,Ethnic Wear,Saree,6359,10,4.4,Bengaluru,Brand Website,Summer,115,False,True
2025-12-03,SKU6253,Ethnic Wear,Kurta,2405,15,4.0,Hyderabad,Offline,Winter,83,True,False
2023-04-07,SKU3869,Ethnic Wear,Saree,5410,25,4.5,Prayagraj,Brand Website,Summer,108,False,True
2024-09-06,SKU6222,Ethnic Wear,Kurta,3041,0,4.6,Prayagraj,Offline,Monsoon,69,True,False
2025-08-06,SKU4692,Ethnic Wear,Kurta,1736,20,4.1,Pune,Brand Website,Monsoon,144,True,False
2024-06-06,SKU9683,Ethnic Wear,Kurta,2332,10,4.5,Bengaluru,Offline,Summer,183,True,False
2024-01-26,SKU7079,Ethnic Wear,Lehenga,8211,10,4.1,Delhi,Brand Website,Winter,119,False,True
2024-03-20,SKU1647,Ethnic Wear,Lehenga,9963,0,4.8,Delhi,Myntra,Summer,59,False,True
2023-08-29,SKU1251,Ethnic Wear,Lehenga,9961,0,4.5,Hyderabad,Myntra,Monsoon,61,False,True
2024-08-02,SKU7498,Ethnic Wear,Saree,5559,15,4.3,Hyderabad,Brand Website,Monsoon,109,False,True
2025-08-12,SKU5285,Ethnic Wear,Saree,4403,30,5.0,Lucknow,Brand Website,Monsoon,141,False,True
2025-04-27,SKU6246,Ethnic Wear,Saree,4187,20,4.8,Hyderabad,Offline,Summer,160,False,True
2025-05-05,SKU1265,Ethnic Wear,Lehenga,9209,0,3.8,Pune,Brand Website,Summer,31,False,True
2024-11-22,SKU5026,Ethnic Wear,Lehenga,9054,30,4.7,Bhopal,Brand Website,Winter,313,False,True
2024-12-22,SKU9037,Ethnic Wear,Lehenga,8693,0,4.6,Bhopal,Myntra,Winter,124,False,True
2023-06-02,SKU9882,Ethnic Wear,Kurta,1698,30,3.5,Mumbai,Brand Website,Summer,155,True,False
2023-01-19,SKU4791,Ethnic Wear,Kurta,2395,20,4.2,Delhi,Brand Website,Winter,117,True,False
2025-12-25,SKU8916,Ethnic Wear,Kurta,3759,15,3.5,Bhopal,Myntra,Winter,79,True,False
2025-05-31,SKU5501,Ethnic Wear,Lehenga,8734,0,4.9,Pune,Myntra,Summer,54,False,True
2024-05-31,SKU4948,Ethnic Wear,Lehenga,9451,10,4.7,Hyderabad,Brand Website,Summer,43,False,True
2024-04-07,SKU7652,Ethnic Wear,Kurta,2728,25,4.7,Bhopal,Brand Website,Summer,124,True,False
2025-02-11,SKU1519,Ethnic Wear,Saree,6263,15,3.6,Delhi,Offline,Winter,147,False,True
2024-11-09,SKU3807,Ethnic Wear,Saree,6317,30,5.0,Delhi,Offline,Winter,638,False,True
2025-08-31,SKU1697,Ethnic Wear,Lehenga,9110,0,4.9,Hyderabad,Myntra,Monsoon,66,False,True
2023-02-02,SKU5593,Ethnic Wear,Saree,4848,20,3.7,Mumbai,Myntra,Winter,326,False,True
2024-05-07,SKU7525,Ethnic Wear,Kurta,3821,30,4.8,Delhi,Offline,Summer,225,True,False
2023-10-14,SKU9856,Ethnic Wear,Lehenga,8321,20,4.6,Lucknow,Offline,Winter,141,False,True
2024-11-28,SKU2600,Ethnic Wear,Kurta,3978,30,4.4,Prayagraj,Myntra,Winter,177,True,False
2025-07-11,SKU6347,Ethnic Wear,Saree,6009,0,4.0,Mumbai,Brand Website,Monsoon,125,False,True
2025-02-17,SKU8075,Ethnic Wear,Lehenga,8351,30,4.4,Bengaluru,Brand Website,Winter,211,False,True
2023-11-12,SKU2344,Ethnic Wear,Saree,5595,10,4.0,Pune,Myntra,Winter,290,False,True
2023-07-29,SKU6050,Ethnic Wear,Saree,4542,0,3.8,Bhopal,Offline,Monsoon,55,False,True
2023-07-03,SKU9395,Ethnic Wear,Kurta,2949,20,3.6,Prayagraj,Myntra,Monsoon,104,True,False
2025-04-27,SKU6315,Ethnic Wear,Saree,5588,30,3.6,Prayagraj,Myntra,Summer,101,False,True
2023-12-14,SKU4977,Ethnic Wear,Saree,4568,10,4.0,Bengaluru,Brand Website,Winter,221,False,True
2025-05-12,SKU2036,Ethnic Wear,Saree,5227,15,4.7,Bengaluru,Offline,Summer,108,False,True
2024-02-05,SKU5040,Ethnic Wear,Lehenga,9875,0,3.7,Bhopal,Brand Website,Winter,66,False,True
2024-11-05,SKU7483,Ethnic Wear,Saree,5803,10,4.1,Lucknow,Brand Website,Winter,352,False,True
2024-02-16,SKU3230,Ethnic Wear,Lehenga,9962,10,3.8,Pune,Offline,Winter,99,False,True
2025-10-02,SKU6228,Ethnic Wear,Lehenga,10358,30,3.9,Pune,Brand Website,Winter,144,False,True
2024-02-14,SKU7437,Ethnic Wear,Lehenga,10425,20,3.8,Lucknow,Myntra,Winter,141,False,True
2025-06-16,SKU1440,Ethnic Wear,Kurta,2693,30,4.5,Bhopal,Brand Website,Summer,181,True,False
2024-09-12,SKU7703,Ethnic Wear,Lehenga,8991,10,4.5,Bhopal,Myntra,Monsoon,53,False,True
2025-09-08,SKU7176,Ethnic Wear,Lehenga,10384,15,4.3,Delhi,Offline,Monsoon,58,False,True
2023-06-24,SKU7853,Ethnic Wear,Lehenga,8447,30,3.9,Mumbai,Offline,Summer,65,False,True
2025-03-29,SKU3725,Ethnic Wear,Lehenga,9358,30,4.1,Mumbai,Brand Website,Summer,48,False,True
2025-11-28,SKU5239,Ethnic Wear,Lehenga,10285,20,4.5,Hyderabad,Brand Website,Winter,246,False,True
2025-10-21,SKU7129,Ethnic Wear,Lehenga,8617,10,5.0,Prayagraj,Offline,Winter,121,False,True
2023-10-18,SKU5840,Ethnic Wear,Kurta,2926,10,4.0,Prayagraj,Myntra,Winter,163,True,False
2023-07-19,SKU9537,Ethnic Wear,Saree,5794,25,4.5,Bhopal,Offline,Monsoon,67,False,True
2023-02-16,SKU5919,Ethnic Wear,Kurta,2905,25,3.7,Mumbai,Brand Website,Winter,147,True,False
2024-11-08,SKU4996,Ethnic Wear,Kurta,3793,15,4.9,Bengaluru,Brand Website,Winter,185,True,False
2025-06-04,SKU7636,Ethnic Wear,Lehenga,9620,0,4.6,Bengaluru,Myntra,Summer,60,False,True
2024-03-15,SKU8365,Ethnic Wear,Kurta,2342,10,4.6,Prayagraj,Offline,Summer,130,True,False
2025-01-19,SKU2025,Ethnic Wear,Kurta,2835,0,4.2,Delhi,Brand Website,Winter,106,True,False
2025-03-14,SKU9019,Ethnic Wear,Saree,6404,0,4.0,Lucknow,Brand Website,Summer,84,False,True
2023-06-23,SKU3826,Ethnic Wear,Lehenga,8548,10,3.7,Pune,Brand Website,Summer,38,False,True
2025-11-12,SKU3999,Ethnic Wear,Kurta,3091,15,4.4,Lucknow,Brand Website,Winter,182,True,False
2023-12-21,SKU7931,Ethnic Wear,Lehenga,10272,0,4.2,Bengaluru,Offline,Winter,90,False,True
2025-01-05,SKU6154,Ethnic Wear,Kurta,1539,15,3.7,Bhopal,Brand Website,Winter,105,True,False
2025-05-01,SKU9109,Ethnic Wear,Saree,5818,15,3.8,Prayagraj,Brand Website,Summer,72,False,True
2024-04-05,SKU4613,Ethnic Wear,Saree,6202,10,3.8,Pune,Myntra,Summer,90,False,True
2024-07-02,SKU9115,Ethnic Wear,Kurta,3724,30,5.0,Delhi,Brand Website,Monsoon,222,True,False
2025-05-20,SKU1681,Ethnic Wear,Kurta,1919,25,4.7,Bhopal,Brand Website,Summer,188,True,False
2024-12-14,SKU5877,Ethnic Wear,Saree,4356,15,4.8,Mumbai,Offline,Winter,247,False,True
2024-12-19,SKU4882,Ethnic Wear,Lehenga,10499,25,4.1,Hyderabad,Brand Website,Winter,164,False,True
2024-12-19,SKU4385,Ethnic Wear,Lehenga,10180,10,4.4,Hyderabad,Myntra,Winter,133,False,True
2025-11-19,SKU5794,Ethnic Wear,Saree,4390,0,4.9,Pune,Brand Website,Winter,480,False,True
2023-09-29,SKU1971,Ethnic Wear,Kurta,2522,0,4.6,Pune,Brand Website,Monsoon,154,True,False
2024-07-04,SKU7434,Ethnic Wear,Lehenga,9696,15,4.2,Bhopal,Myntra,Monsoon,50,False,True
2024-07-23,SKU2525,Ethnic Wear,Lehenga,9511,15,4.9,Prayagraj,Brand Website,Monsoon,40,False,True
2025-01-03,SKU1040,Ethnic Wear,Saree,4259,30,4.3,Delhi,Brand Website,Winter,191,False,True
2024-10-23,SKU8039,Ethnic Wear,Saree,5161,10,4.3,Hyderabad,Offline,Winter,190,False,True
2023-04-05,SKU8951,Ethnic Wear,Kurta,1907,25,4.7,Lucknow,Brand Website,Summer,173,True,False
2023-01-02,SKU3035,Ethnic Wear,Saree,5752,0,5.0,Bengaluru,Offline,Winter,153,False,True
2025-01-08,SKU5945,Ethnic Wear,Kurta,2525,0,4.1,Bengaluru,Offline,Winter,108,True,False
2024-09-17,SKU3711,Ethnic Wear,Lehenga,8959,15,4.5,Mumbai,Offline,Monsoon,53,False,True
2023-09-29,SKU1017,Ethnic Wear,Kurta,3931,0,4.3,Hyderabad,Offline,Monsoon,85,True,False
2023-09-28,SKU1132,Ethnic Wear,Saree,5956,0,3.8,Lucknow,Myntra,Monsoon,62,False,True
2024-09-04,SKU2678,Ethnic Wear,Saree,4561,15,4.7,Delhi,Offline,Monsoon,137,False,True
2023-01-18,SKU3181,Ethnic Wear,Lehenga,10499,25,3.7,Bengaluru,Myntra,Winter,84,False,True
2025-06-25,SKU4490,Ethnic Wear,Lehenga,8889,0,4.8,Bengaluru,Offline,Summer,37,False,True
2024-10-06,SKU3017,Ethnic Wear,Saree,4572,0,3.9,Prayagraj,Offline,Winter,112,False,True
2024-02-25,SKU5668,Ethnic Wear,Saree,6120,20,4.3,Mumbai,Brand Website,Winter,294,False,True
2025-03-01,SKU5842,Ethnic Wear,Saree,4461,0,4.2,Mumbai,Myntra,Summer,144,False,True
2023-09-28,SKU9655,Ethnic Wear,Saree,5584,30,4.8,Mumbai,Offline,Monsoon,117,False,True
2023-02-04,SKU9951,Ethnic Wear,Kurta,3905,0,3.5,Bengaluru,Offline,Winter,58,True,False
2025-10-23,SKU1990,Ethnic Wear,Saree,5701,15,4.6,Prayagraj,Brand Website,Winter,149,False,True
2024-09-26,SKU9791,Ethnic Wear,Kurta,1823,20,4.9,Bengaluru,Offline,Monsoon,168,True,False
2023-05-16,SKU3545,Ethnic Wear,Lehenga,9270,25,4.2,Lucknow,Offline,Summer,51,False,True
2025-06-08,SKU4909,Ethnic Wear,Kurta,1975,15,4.4,Mumbai,Myntra,Summer,175,True,False
2023-10-09,SKU3877,Ethnic Wear,Lehenga,8046,0,4.2,Delhi,Myntra,Winter,191,False,True
2023-09-17,SKU9474,Ethnic Wear,Saree,5100,25,4.8,Pune,Myntra,Monsoon,170,False,True
2025-12-08,SKU1480,Ethnic Wear,Saree,4261,10,4.6,Lucknow,Offline,Winter,214,False,True
2025-01-07,SKU2262,Ethnic Wear,Lehenga,8227,15,4.8,Bhopal,Offline,Winter,70,False,True
2023-08-25,SKU3577,Ethnic Wear,Lehenga,8935,25,4.3,Pune,Myntra,Monsoon,47,False,True
2025-01-15,SKU1201,Ethnic Wear,Saree,5568,0,3.8,Hyderabad,Myntra,Winter,152,False,True
2024-05-23,SKU1579,Ethnic Wear,Saree,5704,25,4.0,Prayagraj,Myntra,Summer,103,False,True
2023-04-18,SKU7108,Ethnic Wear,Lehenga,8734,0,4.7,Delhi,Brand Website,Summer,75,False,True
2024-09-28,SKU7568,Ethnic Wear,Saree,5340,0,4.3,Delhi,Offline,Monsoon,67,False,True
2024-05-11,SKU4287,Ethnic Wear,Saree,5900,10,4.4,Pune,Brand Website,Summer,101,False,True
2025-04-19,SKU4201,Ethnic Wear,Kurta,1597,0,4.3,Hyderabad,Myntra,Summer,186,True,False
2025-02-09,SKU1157,Ethnic Wear,Lehenga,9259,0,3.8,Lucknow,Myntra,Winter,129,False,True
2024-07-27,SKU7878,Ethnic Wear,Kurta,1881,0,4.9,Bhopal,Myntra,Monsoon,166,True,False
2025-07-27,SKU9515,Ethnic Wear,Saree,4347,20,3.6,Prayagraj,Brand Website,Monsoon,66,False,True
2023-05-08,SKU7461,Ethnic Wear,Lehenga,9781,25,4.9,Delhi,Brand Website,Summer,66,False,True
2024-10-30,SKU5276,Ethnic Wear,Lehenga,9302,15,3.9,Lucknow,Offline,Winter,88,False,True
2023-11-15,SKU4321,Ethnic Wear,Kurta,1932,0,4.2,Bengaluru,Brand Website,Winter,168,True,False
2024-09-23,SKU2978,Ethnic Wear,Saree,5897,10,4.8,Lucknow,Myntra,Monsoon,87,False,True
2023-10-31,SKU5984,Ethnic Wear,Saree,4373,25,3.9,Mumbai,Myntra,Winter,328,False,True
2024-06-16,SKU9412,Ethnic Wear,Saree,4712,0,4.9,Mumbai,Brand Website,Summer,169,False,True
2023-10-14,SKU5093,Ethnic Wear,Kurta,1997,0,3.6,Delhi,Offline,Winter,201,True,False
2025-02-01,SKU4641,Ethnic Wear,Saree,4344,20,4.4,Bengaluru,Myntra,Winter,359,False,True
2025-06-27,SKU2228,Ethnic Wear,Kurta,2027,0,4.9,Mumbai,Myntra,Summer,254,True,False
2023-04-14,SKU6432,Ethnic Wear,Saree,4688,20,4.1,Delhi,Myntra,Summer,182,False,True
2025-05-23,SKU9128,Ethnic Wear,Lehenga,8707,10,3.8,Mumbai,Offline,Summer,40,False,True
2024-05-18,SKU5585,Ethnic Wear,Kurta,2708,15,4.1,Bhopal,Myntra,Summer,141,True,False
2023-10-09,SKU1999,Ethnic Wear,Saree,5717,0,4.5,Delhi,Offline,Winter,283,False,True
2025-01-05,SKU5082,Ethnic Wear,Lehenga,9964,20,4.7,Mumbai,Offline,Winter,101,False,True
2024-01-04,SKU9231,Ethnic Wear,Saree,4106,10,4.4,Lucknow,Offline,Winter,95,False,True
2025-01-02,SKU5602,Ethnic Wear,Lehenga,10392,0,5.0,Mumbai,Offline,Winter,78,False,True
2023-04-25,SKU4951,Ethnic Wear,Lehenga,8898,20,4.8,Pune,Brand Website,Summer,65,False,True
2024-10-13,SKU6813,Ethnic Wear,Kurta,2969,20,3.5,Bengaluru,Myntra,Winter,205,True,False
2024-09-24,SKU3328,Ethnic Wear,Lehenga,8719,15,3.6,Hyderabad,Offline,Monsoon,27,False,True
2023-01-02,SKU4584,Ethnic Wear,Saree,5358,20,3.8,Mumbai,Brand Website,Winter,128,False,True
2023-10-30,SKU3907,Ethnic Wear,Kurta,3902,25,4.9,Lucknow,Myntra,Winter,246,True,False
2025-03-21,SKU9622,Ethnic Wear,Saree,6400,0,4.0,Lucknow,Myntra,Summer,71,False,True
2024-10-11,SKU3580,Ethnic Wear,Saree,4713,25,5.0,Prayagraj,Brand Website,Winter,271,False,True
2023-12-26,SKU6846,Ethnic Wear,Lehenga,9549,10,4.6,Hyderabad,Brand Website,Winter,137,False,True
2025-03-12,SKU3911,Ethnic Wear,Lehenga,10324,0,3.8,Mumbai,Brand Website,Summer,41,False,True
2024-11-09,SKU4619,Ethnic Wear,Kurta,1818,0,4.0,Delhi,Offline,Winter,181,True,False
2024-06-27,SKU2453,Ethnic Wear,Kurta,2358,0,4.5,Lucknow,Offline,Summer,110,True,False
2025-06-16,SKU2770,Ethnic Wear,Saree,5718,0,4.8,Mumbai,Myntra,Summer,138,False,True
2023-07-27,SKU7204,Ethnic Wear,Saree,5963,30,4.8,Lucknow,Brand Website,Monsoon,126,False,True
2023-03-10,SKU4695,Ethnic Wear,Kurta,2707,0,4.0,Bengaluru,Offline,Summer,145,True,False
2023-11-26,SKU2215,Ethnic Wear,Saree,4307,20,4.9,Lucknow,Myntra,Winter,621,False,True
2025-06-02,SKU6536,Ethnic Wear,Kurta,2175,20,4.8,Bhopal,Brand Website,Summer,133,True,False
2025-04-18,SKU2659,Ethnic Wear,Kurta,3769,25,4.9,Lucknow,Myntra,Summer,175,True,False
2023-04-12,SKU5612,Ethnic Wear,Kurta,3109,20,4.3,Pune,Myntra,Summer,169,True,False
2023-06-29,SKU1893,Ethnic Wear,Saree,5206,30,4.5,Lucknow,Myntra,Summer,137,False,True
2023-12-16,SKU4271,Ethnic Wear,Kurta,2695,0,4.2,Delhi,Myntra,Winter,108,True,False
2024-06-26,SKU7512,Ethnic Wear,Lehenga,8373,25,4.3,Bhopal,Offline,Summer,37,False,True
2023-04-02,SKU7249,Ethnic Wear,Saree,5078,15,4.2,Lucknow,Myntra,Summer,94,False,True
2023-07-18,SKU5400,Ethnic Wear,Lehenga,8351,25,4.0,Mumbai,Myntra,Monsoon,79,False,True
2025-05-07,SKU4727,Ethnic Wear,Lehenga,10193,25,4.8,Mumbai,Offline,Summer,64,False,True
2025-03-19,SKU4860,Ethnic Wear,Kurta,1642,20,4.4,Bhopal,Offline,Summer,140,True,False
2023-12-09,SKU3415,Ethnic Wear,Kurta,2367,30,3.8,Delhi,Offline,Winter,103,True,False
2023-10-30,SKU2283,Ethnic Wear,Lehenga,10437,10,4.0,Prayagraj,Myntra,Winter,123,False,True
2025-03-24,SKU2097,Ethnic Wear,Lehenga,10261,10,4.8,Delhi,Offline,Summer,60,False,True
2023-11-03,SKU1202,Ethnic Wear,Saree,4607,20,4.4,Prayagraj,Myntra,Winter,416,False,True
2024-08-08,SKU2641,Ethnic Wear,Kurta,3693,10,4.8,Delhi,Brand Website,Monsoon,156,True,False
2024-07-18,SKU8955,Ethnic Wear,Kurta,3150,0,4.4,Bhopal,Myntra,Monsoon,122,True,False
2024-05-01,SKU7581,Ethnic Wear,Saree,4201,25,4.2,Mumbai,Offline,Summer,130,False,True
2024-09-28,SKU7102,Ethnic Wear,Saree,5148,30,4.2,Mumbai,Offline,Monsoon,122,False,True
2025-06-26,SKU2609,Ethnic Wear,Saree,5314,10,4.6,Hyderabad,Myntra,Summer,142,False,True
2025-04-13,SKU2462,Ethnic Wear,Kurta,3484,30,4.3,Hyderabad,Offline,Summer,152,True,False
2025-11-03,SKU9442,Ethnic Wear,Saree,5652,0,4.7,Bengaluru,Myntra,Winter,410,False,True
2023-04-29,SKU1474,Ethnic Wear,Kurta,2521,0,4.2,Bengaluru,Myntra,Summer,184,True,False
2025-10-31,SKU4262,Ethnic Wear,Saree,5625,25,4.9,Pune,Offline,Winter,287,False,True
2025-07-02,SKU4963,Ethnic Wear,Lehenga,8727,30,4.2,Lucknow,Offline,Monsoon,40,False,True
2023-07-05,SKU6640,Ethnic Wear,Lehenga,9167,0,4.1,Bengaluru,Offline,Monsoon,26,False,True
2024-02-28,SKU4511,Ethnic Wear,Kurta,2602,25,4.1,Hyderabad,Brand Website,Winter,97,True,False
2023-12-21,SKU1145,Ethnic Wear,Lehenga,10462,30,3.5,Bhopal,Myntra,Winter,103,False,True
2024-12-15,SKU6004,Ethnic Wear,Saree,5880,10,3.8,Pune,Offline,Winter,144,False,True
2023-01-16,SKU9530,Ethnic Wear,Kurta,3595,25,4.9,Prayagraj,Brand Website,Winter,115,True,False
2025-09-13,SKU5631,Ethnic Wear,Kurta,1761,10,5.0,Pune,Brand Website,Monsoon,180,True,False
2024-09-03,SKU5536,Ethnic Wear,Lehenga,8771,0,4.3,Pune,Brand Website,Monsoon,40,False,True
2023-10-14,SKU1930,Ethnic Wear,Saree,4104,25,4.2,Prayagraj,Brand Website,Winter,197,False,True
2023-03-14,SKU7857,Ethnic Wear,Lehenga,10388,25,5.0,Prayagraj,Offline,Summer,48,False,True
2025-09-01,SKU6622,Ethnic Wear,Lehenga,9468,20,4.0,Hyderabad,Brand Website,Monsoon,45,False,True
2023-09-20,SKU3967,Ethnic Wear,Saree,5059,25,4.7,Pune,Myntra,Monsoon,166,False,True
2024-04-02,SKU6499,Ethnic Wear,Saree,5257,15,4.7,Delhi,Myntra,Summer,156,False,True
2025-08-21,SKU5269,Ethnic Wear,Kurta,1719,30,4.5,Pune,Offline,Monsoon,135,True,False
2023-09-03,SKU2166,Ethnic Wear,Lehenga,9563,20,3.9,Bhopal,Myntra,Monsoon,35,False,True
2025-04-18,SKU3470,Ethnic Wear,Saree,6332,15,3.7,Bengaluru,Myntra,Summer,115,False,True
2023-12-29,SKU3954,Ethnic Wear,Saree,5283,25,3.6,Delhi,Offline,Winter,230,False,True
2025-09-29,SKU4430,Ethnic Wear,Kurta,1860,0,4.4,Bengaluru,Brand Website,Monsoon,149,True,False
2023-01-10,SKU7609,Ethnic Wear,Saree,4154,20,3.8,Prayagraj,Offline,Winter,92,False,True
2023-02-06,SKU1230,Ethnic Wear,Kurta,1516,25,4.6,Lucknow,Brand Website,Winter,111,True,False
2025-02-24,SKU6641,Ethnic Wear,Kurta,3561,20,4.0,Pune,Myntra,Winter,86,True,False
2025-12-01,SKU1749,Ethnic Wear,Saree,6442,20,4.0,Pune,Offline,Winter,205,False,True
2024-01-21,SKU3192,Ethnic Wear,Saree,4675,30,4.1,Lucknow,Offline,Winter,112,False,True
2025-10-30,SKU3149,Ethnic Wear,Kurta,2192,0,4.0,Hyderabad,Brand Website,Winter,195,True,False
2025-12-31,SKU1612,Ethnic Wear,Saree,4199,20,5.0,Prayagraj,Brand Website,Winter,246,False,True
2025-05-03,SKU1323,Ethnic Wear,Kurta,3319,15,3.7,Mumbai,Brand Website,Summer,137,True,False
2023-01-20,SKU3508,Ethnic Wear,Lehenga,9233,15,4.5,Hyderabad,Brand Website,Winter,106,False,True
2025-11-13,SKU5423,Ethnic Wear,Kurta,1982,10,3.7,Bengaluru,Offline,Winter,131,True,False
2024-02-18,SKU4254,Ethnic Wear,Lehenga,9466,25,4.1,Hyderabad,Offline,Winter,117,False,True
2025-09-11,SKU9980,Ethnic Wear,Lehenga,9354,0,3.5,Bhopal,Myntra,Monsoon,36,False,True
2025-11-13,SKU2809,Ethnic Wear,Kurta,1807,25,4.6,Bhopal,Myntra,Winter,275,True,False
2025-08-08,SKU4787,Ethnic Wear,Saree,4205,0,4.7,Bhopal,Offline,Monsoon,86,False,True
2025-05-22,SKU5760,Ethnic Wear,Saree,4474,0,4.8,Lucknow,Brand Website,Summer,126,False,True
2023-12-16,SKU1158,Ethnic Wear,Lehenga,9346,10,4.8,Bengaluru,Brand Website,Winter,188,False,True
2024-01-10,SKU5395,Ethnic Wear,Saree,4466,15,4.1,Delhi,Offline,Winter,163,False,True
2023-12-08,SKU7319,Ethnic Wear,Lehenga,8463,0,4.5,Bhopal,Offline,Winter,82,False,True
2025-09-15,SKU3611,Ethnic Wear,Lehenga,10330,25,4.2,Delhi,Offline,Monsoon,53,False,True
2023-09-25,SKU6875,Ethnic Wear,Lehenga,9978,15,3.7,Mumbai,Brand Website,Monsoon,52,False,True
2024-10-05,SKU1753,Ethnic Wear,Lehenga,8050,25,4.8,Delhi,Offline,Winter,249,False,True
2023-07-15,SKU4669,Ethnic Wear,Lehenga,9772,25,4.6,Lucknow,Brand Website,Monsoon,53,False,True
2023-04-22,SKU7305,Ethnic Wear,Lehenga,8047,25,4.9,Bengaluru,Brand Website,Summer,72,False,True
2025-10-03,SKU8688,Ethnic Wear,Kurta,2813,0,4.0,Bhopal,Myntra,Winter,131,True,False
2025-02-14,SKU9305,Ethnic Wear,Lehenga,9651,30,3.9,Hyderabad,Brand Website,Winter,150,False,True
2024-10-09,SKU8341,Ethnic Wear,Saree,4486,15,4.6,Delhi,Offline,Winter,249,False,True
2023-01-01,SKU7755,Ethnic Wear,Lehenga,8372,30,4.4,Mumbai,Brand Website,Winter,143,False,True
2025-07-23,SKU5990,Ethnic Wear,Lehenga,9396,10,4.7,Hyderabad,Brand Website,Monsoon,68,False,True
2025-08-26,SKU8445,Ethnic Wear,Lehenga,9488,25,4.2,Lucknow,Brand Website,Monsoon,39,False,True
2024-08-20,SKU4633,Ethnic Wear,Saree,6243,20,4.1,Mumbai,Offline,Monsoon,71,False,True
2025-04-18,SKU3689,Ethnic Wear,Lehenga,8438,10,4.4,Bhopal,Myntra,Summer,40,False,True
2024-11-23,SKU4532,Ethnic Wear,Lehenga,8441,30,4.1,Bhopal,Myntra,Winter,320,False,True
2025-10-29,SKU3018,Ethnic Wear,Lehenga,8551,15,3.5,Bhopal,Offline,Winter,114,False,True
2023-12-22,SKU8091,Ethnic Wear,Kurta,2025,0,4.1,Bhopal,Brand Website,Winter,88,True,False
2024-05-23,SKU6273,Ethnic Wear,Lehenga,9120,15,4.9,Prayagraj,Offline,Summer,46,False,True
2025-11-15,SKU8419,Ethnic Wear,Saree,5224,30,4.6,Bengaluru,Myntra,Winter,637,False,True
2024-08-18,SKU4560,Ethnic Wear,Lehenga,9414,25,3.7,Hyderabad,Myntra,Monsoon,63,False,True
2024-12-22,SKU3913,Ethnic Wear,Kurta,3803,15,4.4,Lucknow,Brand Website,Winter,115,True,False
2025-12-06,SKU7839,Ethnic Wear,Kurta,1936,0,4.1,Pune,Offline,Winter,69,True,False
2024-08-09,SKU1927,Ethnic Wear,Kurta,2526,0,4.8,Hyderabad,Offline,Monsoon,120,True,False
2025-01-04,SKU5835,Ethnic Wear,Kurta,3353,0,4.4,Hyderabad,Brand Website,Winter,112,True,False
2024-08-12,SKU4675,Ethnic Wear,Lehenga,8192,15,4.1,Prayagraj,Myntra,Monsoon,56,False,True
2024-05-29,SKU6122,Ethnic Wear,Lehenga,8831,20,4.8,Mumbai,Myntra,Summer,91,False,True
2025-01-23,SKU8259,Ethnic Wear,Lehenga,10410,20,4.6,Hyderabad,Brand Website,Winter,88,False,True
